"file","line","receiver","method","path_expression","explicit_middlewares"
"dev/import/greentarget-legacy/verify-multi-allocation-receipt.mjs","347","app","use","express.json()",""
"dev/import/greentarget-legacy/verify-multi-allocation-receipt.mjs","348","app","use","""/""",""
"server.js","38","app","use","async (req, res, next) => {
  // Check if the pool object itself exists and has the maintenanceMode property
  if (
    pool &&
    pool.pool.maintenanceMode &&
    !req.path.startsWith(""/api/backup"") && // Allow backup routes
    req.method !== ""OPTIONS"" // Allow CORS preflight
  ) {
    // Log maintenance mode activation
    // console.log(`Maintenance mode active. Request blocked: ${req.method} ${req.path}`);
    return res.status(503).json({
      error: ""Service temporarily unavailable"",
      message:
        ""System maintenance in progress. Please try again in a few moments."",
    });
  }
  next();
}",""
"server.js","74","app","use","cors(corsConfig)",""
"server.js","75","app","use","json({ limit: ""50mb"" })",""
"server.js","76","app","use","express.urlencoded({ extended: true, limit: ""50mb"" })",""
"server.js","79","app","use","express.static(path.join(__dirname, ""build""))",""
"server.js","199","app","get","""*""",""
"src/routes/accounting/account-codes.js","10","router","get","""/""",""
"src/routes/accounting/account-codes.js","115","router","get","""/hierarchy""",""
"src/routes/accounting/account-codes.js","134","router","get","""/search""",""
"src/routes/accounting/account-codes.js","169","router","get","""/children/:parentCode""",""
"src/routes/accounting/account-codes.js","195","router","get","""/:code/overview""",""
"src/routes/accounting/account-codes.js","452","router","get","""/:code""",""
"src/routes/accounting/account-codes.js","493","router","post","""/""",""
"src/routes/accounting/account-codes.js","607","router","put","""/:code""",""
"src/routes/accounting/account-codes.js","744","router","patch","""/:code/fs-note""",""
"src/routes/accounting/account-codes.js","795","router","delete","""/:code""",""
"src/routes/accounting/account-codes.js","884","router","post","""/import""",""
"src/routes/accounting/audit-exports.js","704","router","get","""/pack/:year""",""
"src/routes/accounting/audit-exports.js","807","router","get","""/:kind/:year""",""
"src/routes/accounting/bank-ins.js","18","router","get","""/next-rv""",""
"src/routes/accounting/bank-ins.js","39","router","get","""/pools""",""
"src/routes/accounting/bank-ins.js","56","router","get","""/""",""
"src/routes/accounting/bank-ins.js","132","router","get","""/:id""",""
"src/routes/accounting/bank-ins.js","166","router","post","""/""",""
"src/routes/accounting/bank-ins.js","185","router","post","""/drawing""",""
"src/routes/accounting/bank-ins.js","202","router","put","""/:id/cancel""",""
"src/routes/accounting/bank-statement.js","230","router","get","""/usage-counts""",""
"src/routes/accounting/bank-statement.js","254","router","get","""/:accountCode/range/:start/:end""",""
"src/routes/accounting/bank-statement.js","296","router","get","""/:accountCode/:year/:month""",""
"src/routes/accounting/debtors.js","39","router","get","""/""",""
"src/routes/accounting/debtors.js","436","router","get","""/statement/:customerId""",""
"src/routes/accounting/debtors.js","571","router","get","""/general-statement""",""
"src/routes/accounting/financial-reports.js","164","router","get","""/notes""",""
"src/routes/accounting/financial-reports.js","211","router","post","""/notes""",""
"src/routes/accounting/financial-reports.js","263","router","put","""/notes/:code""",""
"src/routes/accounting/financial-reports.js","318","router","delete","""/notes/:code""",""
"src/routes/accounting/financial-reports.js","356","router","post","""/assign-notes""",""
"src/routes/accounting/financial-reports.js","422","router","get","""/account-codes-with-notes""",""
"src/routes/accounting/financial-reports.js","466","router","get","""/closing-stock/:year/:month""",""
"src/routes/accounting/financial-reports.js","492","router","put","""/closing-stock/:year/:month""",""
"src/routes/accounting/financial-reports.js","555","router","get","""/trial-balance/:year/:month""",""
"src/routes/accounting/financial-reports.js","724","router","get","""/income-statement/:year/:month""",""
"src/routes/accounting/financial-reports.js","877","router","get","""/balance-sheet/:year/:month""",""
"src/routes/accounting/financial-reports.js","1104","router","get","""/cogm/:year/:month""",""
"src/routes/accounting/journal-entries.js","338","router","get","""/types""",""
"src/routes/accounting/journal-entries.js","360","router","get","""/""",""
"src/routes/accounting/journal-entries.js","476","router","get","""/next-reference/:type""",""
"src/routes/accounting/journal-entries.js","542","router","get","""/next-cheque-no""",""
"src/routes/accounting/journal-entries.js","585","router","get","""/cheque-usage""",""
"src/routes/accounting/journal-entries.js","605","router","get","""/:id""",""
"src/routes/accounting/journal-entries.js","774","router","get","""/:id/receipt-voucher""",""
"src/routes/accounting/journal-entries.js","947","router","post","""/""",""
"src/routes/accounting/journal-entries.js","1091","router","put","""/:id""",""
"src/routes/accounting/journal-entries.js","1357","router","post","""/:id/post""",""
"src/routes/accounting/journal-entries.js","1430","router","post","""/:id/cancel""",""
"src/routes/accounting/journal-entries.js","1504","router","post","""/:id/restore""",""
"src/routes/accounting/journal-entries.js","1628","router","delete","""/:id""",""
"src/routes/accounting/journal-vouchers.js","604","router","get","""/mappings""",""
"src/routes/accounting/journal-vouchers.js","659","router","get","""/mappings/:id""",""
"src/routes/accounting/journal-vouchers.js","689","router","post","""/mappings""",""
"src/routes/accounting/journal-vouchers.js","798","router","put","""/mappings/:id""",""
"src/routes/accounting/journal-vouchers.js","873","router","delete","""/mappings/:id""",""
"src/routes/accounting/journal-vouchers.js","913","router","get","""/preview/:year/:month""",""
"src/routes/accounting/journal-vouchers.js","1414","router","get","""/payroll-summary/:year/:month""",""
"src/routes/accounting/journal-vouchers.js","1544","router","post","""/generate""",""
"src/routes/accounting/journal-vouchers.js","1977","router","get","""/check/:year/:month""",""
"src/routes/accounting/ledger-types.js","8","router","get","""/""",""
"src/routes/accounting/ledger-types.js","38","router","get","""/:code""",""
"src/routes/accounting/ledger-types.js","76","router","post","""/""",""
"src/routes/accounting/ledger-types.js","126","router","put","""/:code""",""
"src/routes/accounting/ledger-types.js","185","router","delete","""/:code""",""
"src/routes/accounting/materials.js","94","router","get","""/""",""
"src/routes/accounting/materials.js","147","router","get","""/categories""",""
"src/routes/accounting/materials.js","173","router","get","""/account-mappings""",""
"src/routes/accounting/materials.js","237","router","post","""/account-mappings/batch""",""
"src/routes/accounting/materials.js","356","router","get","""/stock-kilang""",""
"src/routes/accounting/materials.js","400","router","put","""/stock-kilang/product""",""
"src/routes/accounting/materials.js","504","router","post","""/stock-kilang/batch""",""
"src/routes/accounting/materials.js","647","router","get","""/stock/entries""",""
"src/routes/accounting/materials.js","692","router","get","""/stock/opening""",""
"src/routes/accounting/materials.js","762","router","get","""/stock/with-opening""",""
"src/routes/accounting/materials.js","1050","router","get","""/closing-stock-reference""",""
"src/routes/accounting/materials.js","1103","router","post","""/stock/batch""",""
"src/routes/accounting/materials.js","1262","router","get","""/stock/summary""",""
"src/routes/accounting/materials.js","1305","router","get","""/stock/history/:materialId""",""
"src/routes/accounting/materials.js","1344","router","put","""/order""",""
"src/routes/accounting/materials.js","1402","router","post","""/batch/variants""",""
"src/routes/accounting/materials.js","1452","router","put","""/:id/variants/order""",""
"src/routes/accounting/materials.js","1504","router","get","""/:id/variants""",""
"src/routes/accounting/materials.js","1536","router","post","""/:id/variants""",""
"src/routes/accounting/materials.js","1592","router","put","""/variants/:variantId""",""
"src/routes/accounting/materials.js","1672","router","delete","""/variants/:variantId""",""
"src/routes/accounting/materials.js","1754","router","get","""/:id""",""
"src/routes/accounting/materials.js","1784","router","post","""/""",""
"src/routes/accounting/materials.js","1858","router","put","""/:id""",""
"src/routes/accounting/materials.js","1939","router","delete","""/:id""",""
"src/routes/accounting/opening-balances.js","38","router","get","""/""",""
"src/routes/accounting/opening-balances.js","180","router","put","""/bulk""",""
"src/routes/accounting/opening-balances.js","267","router","get","""/:accountCode""",""
"src/routes/accounting/opening-balances.js","308","router","put","""/:accountCode""",""
"src/routes/accounting/opening-balances.js","358","router","delete","""/:accountCode/:asOfDate""",""
"src/routes/accounting/purchase-invoices.js","150","router","get","""/materials""",""
"src/routes/accounting/purchase-invoices.js","224","router","get","""/""",""
"src/routes/accounting/purchase-invoices.js","312","router","get","""/:id""",""
"src/routes/accounting/purchase-invoices.js","364","router","post","""/""",""
"src/routes/accounting/purchase-invoices.js","550","router","put","""/:id""",""
"src/routes/accounting/purchase-invoices.js","821","router","delete","""/:id""",""
"src/routes/accounting/self-billed-invoices.js","1158","router","get","""/features""",""
"src/routes/accounting/self-billed-invoices.js","1162","router","get","""/init""",""
"src/routes/accounting/self-billed-invoices.js","1180","router","get","""/foreign-suppliers""",""
"src/routes/accounting/self-billed-invoices.js","1209","router","post","""/foreign-suppliers""",""
"src/routes/accounting/self-billed-invoices.js","1227","router","put","""/foreign-suppliers/:id""",""
"src/routes/accounting/self-billed-invoices.js","1248","router","get","""/""",""
"src/routes/accounting/self-billed-invoices.js","1362","router","post","""/submit""",""
"src/routes/accounting/self-billed-invoices.js","1542","router","patch","""/:id/record-fields""",""
"src/routes/accounting/self-billed-invoices.js","1634","router","post","""/:id/supporting-document""","express.raw({ type: ""*/*"", limit: MAX_SUPPORTING_DOCUMENT_BYTES })"
"src/routes/accounting/self-billed-invoices.js","1730","router","get","""/:id/supporting-document""",""
"src/routes/accounting/self-billed-invoices.js","1761","router","delete","""/:id/supporting-document""",""
"src/routes/accounting/self-billed-invoices.js","1800","router","get","""/general-stock/categories""",""
"src/routes/accounting/self-billed-invoices.js","1820","router","post","""/general-stock/categories""",""
"src/routes/accounting/self-billed-invoices.js","1848","router","put","""/general-stock/categories/:categoryId""",""
"src/routes/accounting/self-billed-invoices.js","1880","router","delete","""/general-stock/categories/:categoryId""",""
"src/routes/accounting/self-billed-invoices.js","1904","router","get","""/general-stock/search""",""
"src/routes/accounting/self-billed-invoices.js","2054","router","get","""/general-stock""",""
"src/routes/accounting/self-billed-invoices.js","2193","router","post","""/general-stock/adjustments""",""
"src/routes/accounting/self-billed-invoices.js","2269","router","delete","""/general-stock/adjustments/:adjustmentId""",""
"src/routes/accounting/self-billed-invoices.js","2292","router","get","""/:id""",""
"src/routes/accounting/self-billed-invoices.js","2320","router","post","""/""",""
"src/routes/accounting/self-billed-invoices.js","2456","router","put","""/:id""",""
"src/routes/accounting/self-billed-invoices.js","2610","router","delete","""/:id""",""
"src/routes/accounting/self-billed-invoices.js","2667","router","post","""/:id/submit""",""
"src/routes/accounting/self-billed-invoices.js","2744","router","put","""/:id/refresh-status""",""
"src/routes/accounting/self-billed-invoices.js","2790","router","post","""/:id/cancel""",""
"src/routes/accounting/self-billed-invoices.js","2869","router","post","""/:id/clear-status""",""
"src/routes/accounting/supplier-payments.js","130","router","get","""/""",""
"src/routes/accounting/supplier-payments.js","206","router","get","""/by-invoice""",""
"src/routes/accounting/supplier-payments.js","246","router","get","""/:id""",""
"src/routes/accounting/supplier-payments.js","281","router","post","""/""",""
"src/routes/accounting/supplier-payments.js","432","router","put","""/:id/cancel""",""
"src/routes/accounting/suppliers.js","8","router","get","""/""",""
"src/routes/accounting/suppliers.js","67","router","get","""/dropdown""",""
"src/routes/accounting/suppliers.js","87","router","get","""/:id""",""
"src/routes/accounting/suppliers.js","133","router","post","""/""",""
"src/routes/accounting/suppliers.js","181","router","put","""/:id""",""
"src/routes/accounting/suppliers.js","244","router","delete","""/:id""",""
"src/routes/accounting/suppliers.js","292","router","post","""/:id/reactivate""",""
"src/routes/admin/backup.js","1286","router","post","'/create'",""
"src/routes/admin/backup.js","1360","router","post","'/delete'",""
"src/routes/admin/backup.js","1395","router","get","'/list'",""
"src/routes/admin/backup.js","1422","router","get","'/restore/status'",""
"src/routes/admin/backup.js","1431","router","get","'/download/:filename'",""
"src/routes/admin/backup.js","1598","router","post","'/restore'",""
"src/routes/admin/backup.js","1665","router","post","'/upload-sql'",""
"src/routes/auth/auth.js","9","router","post","'/login'",""
"src/routes/auth/sessions.js","28","router","post","""/initialize""",""
"src/routes/auth/sessions.js","99","router","get","""/state/:sessionId""","validateSessionHeader"
"src/routes/auth/sessions.js","165","router","delete","""/:sessionId""","validateSessionHeader"
"src/routes/catalogue/customer-branches.js","9","router","post","""/""",""
"src/routes/catalogue/customer-branches.js","143","router","post","""/:groupId/add""",""
"src/routes/catalogue/customer-branches.js","326","router","put","""/:groupId/main/:customerId""",""
"src/routes/catalogue/customer-branches.js","426","router","delete","""/:groupId/remove/:customerId""",""
"src/routes/catalogue/customer-branches.js","521","router","delete","""/:groupId""",""
"src/routes/catalogue/customer-products.js","9","router","get","""/all""",""
"src/routes/catalogue/customer-products.js","55","router","post","""/batch""",""
"src/routes/catalogue/customer-validation.js","9","router","get","""/validate/:tin""",""
"src/routes/catalogue/customers.js","71","router","get","""/""",""
"src/routes/catalogue/customers.js","201","router","get","""/get-customers""",""
"src/routes/catalogue/customers.js","241","router","get","""/credits""",""
"src/routes/catalogue/customers.js","272","router","get","""/:id""",""
"src/routes/catalogue/customers.js","306","router","get","""/:id/transactions""",""
"src/routes/catalogue/customers.js","384","router","post","""/""",""
"src/routes/catalogue/customers.js","467","router","delete","""/:id""",""
"src/routes/catalogue/customers.js","588","router","post","""/names""",""
"src/routes/catalogue/customers.js","622","router","put","""/:id""",""
"src/routes/catalogue/employee-pay-codes.js","8","router","get","""/all-mappings""",""
"src/routes/catalogue/employee-pay-codes.js","96","router","get","""/employee/:employeeId""",""
"src/routes/catalogue/employee-pay-codes.js","157","router","post","""/batch""",""
"src/routes/catalogue/employee-pay-codes.js","284","router","post","""/batch-delete""",""
"src/routes/catalogue/employee-pay-codes.js","390","router","post","""/""",""
"src/routes/catalogue/employee-pay-codes.js","467","router","put","""/:employeeId/:payCodeId""",""
"src/routes/catalogue/employee-pay-codes.js","581","router","put","""/batch-default""",""
"src/routes/catalogue/employee-pay-codes.js","667","router","delete","""/:employeeId/:payCodeId""",""
"src/routes/catalogue/entities/locations.js","9","router","post","""/""",""
"src/routes/catalogue/entities/locations.js","44","router","get","""/""",""
"src/routes/catalogue/entities/locations.js","70","router","get","""/:id/dependencies""",""
"src/routes/catalogue/entities/locations.js","125","router","put","""/:id""",""
"src/routes/catalogue/entities/locations.js","222","router","delete","""/""",""
"src/routes/catalogue/entities/locations.js","299","router","get","""/employee-mappings""",""
"src/routes/catalogue/entities/locations.js","345","router","get","""/job-mappings""",""
"src/routes/catalogue/entities/locations.js","396","router","get","""/:id/exclusions""",""
"src/routes/catalogue/entities/locations.js","428","router","get","""/:id/exclusion-candidates""",""
"src/routes/catalogue/entities/locations.js","463","router","post","""/:id/exclusions""",""
"src/routes/catalogue/entities/locations.js","511","router","delete","""/:id/exclusions/:exclusionId""",""
"src/routes/catalogue/job-categories.js","15","router","get","'/'",""
"src/routes/catalogue/job-categories.js","30","router","post","'/'",""
"src/routes/catalogue/job-categories.js","74","router","delete","'/'",""
"src/routes/catalogue/job-categories.js","101","router","post","'/batch'",""
"src/routes/catalogue/job-categories.js","171","router","put","'/:id'",""
"src/routes/catalogue/job-details.js","8","router","get","""/""",""
"src/routes/catalogue/job-details.js","27","router","delete","""/""",""
"src/routes/catalogue/job-details.js","75","router","post","""/batch""",""
"src/routes/catalogue/job-details.js","173","router","put","""/:id""",""
"src/routes/catalogue/job-location-mappings.js","18","router","get","""/""",""
"src/routes/catalogue/job-location-mappings.js","71","router","get","""/unmapped""",""
"src/routes/catalogue/job-location-mappings.js","92","router","get","""/:jobId""",""
"src/routes/catalogue/job-location-mappings.js","128","router","post","""/""",""
"src/routes/catalogue/job-location-mappings.js","200","router","put","""/:jobId""",""
"src/routes/catalogue/job-location-mappings.js","323","router","delete","""/:jobId""",""
"src/routes/catalogue/job-location-mappings.js","358","router","post","""/batch""",""
"src/routes/catalogue/job-pay-codes.js","7","router","get","""/all-mappings""",""
"src/routes/catalogue/job-pay-codes.js","97","router","get","""/job/:jobId""",""
"src/routes/catalogue/job-pay-codes.js","159","router","post","""/""",""
"src/routes/catalogue/job-pay-codes.js","226","router","post","""/batch""",""
"src/routes/catalogue/job-pay-codes.js","356","router","put","""/:jobId/:payCodeId""",""
"src/routes/catalogue/job-pay-codes.js","479","router","delete","""/:jobId/:payCodeId""",""
"src/routes/catalogue/job-pay-codes.js","533","router","put","""/batch-default""",""
"src/routes/catalogue/job-pay-codes.js","617","router","post","""/batch-delete""",""
"src/routes/catalogue/jobs.js","25","router","get","""/""",""
"src/routes/catalogue/jobs.js","56","router","post","""/""",""
"src/routes/catalogue/jobs.js","103","router","get","""/:id/dependencies""",""
"src/routes/catalogue/jobs.js","186","router","delete","""/:id""",""
"src/routes/catalogue/jobs.js","214","router","put","""/:id""",""
"src/routes/catalogue/jobs.js","263","router","get","""/:jobId/details/count""",""
"src/routes/catalogue/pay-codes.js","26","router","get","""/""",""
"src/routes/catalogue/pay-codes.js","67","router","get","""/:id""",""
"src/routes/catalogue/pay-codes.js","112","router","post","""/""",""
"src/routes/catalogue/pay-codes.js","210","router","put","""/:id""",""
"src/routes/catalogue/pay-codes.js","344","router","delete","""/:id""",""
"src/routes/catalogue/pay-rate-schedules.js","80","router","post","""/resolve""",""
"src/routes/catalogue/pay-rate-schedules.js","122","router","get","""/""",""
"src/routes/catalogue/pay-rate-schedules.js","169","router","post","""/""",""
"src/routes/catalogue/pay-rate-schedules.js","210","router","put","""/:id""",""
"src/routes/catalogue/pay-rate-schedules.js","252","router","delete","""/:id""",""
"src/routes/catalogue/product-pay-codes.js","8","router","get","""/all-mappings""",""
"src/routes/catalogue/product-pay-codes.js","77","router","get","""/:productId""",""
"src/routes/catalogue/product-pay-codes.js","129","router","post","""/batch""",""
"src/routes/catalogue/product-pay-codes.js","261","router","post","""/batch-delete""",""
"src/routes/catalogue/products.js","317","router","get","""/""",""
"src/routes/catalogue/products.js","436","router","post","""/""",""
"src/routes/catalogue/products.js","472","router","delete","""/""",""
"src/routes/catalogue/products.js","538","router","post","""/batch""",""
"src/routes/catalogue/products.js","640","router","post","""/with-paycode-setup""",""
"src/routes/catalogue/products.js","1027","router","get","""/:productId/paycode-links""",""
"src/routes/catalogue/products.js","1046","router","get","""/:productId/paycode-candidates""",""
"src/routes/catalogue/products.js","1086","router","post","""/:productId/paycode-links""",""
"src/routes/catalogue/products.js","1269","router","put","""/:productId/paycode-links/:scope/:payCodeId""",""
"src/routes/catalogue/products.js","1377","router","delete","""/:productId/paycode-links/:scope/:role/:payCodeId""",""
"src/routes/catalogue/products.js","1451","router","put","""/order""",""
"src/routes/catalogue/products.js","1528","router","put","""/:id""",""
"src/routes/catalogue/products.js","1577","router","get","""/:id""",""
"src/routes/catalogue/salesman-ikut-pay-codes.js","16","router","get","""/""",""
"src/routes/catalogue/staff-options.js","8","router","get","""/""",""
"src/routes/catalogue/staffs.js","38","router","get","""/""",""
"src/routes/catalogue/staffs.js","136","router","post","""/""",""
"src/routes/catalogue/staffs.js","269","router","get","""/get-salesmen""",""
"src/routes/catalogue/staffs.js","287","router","get","""/get-drivers""",""
"src/routes/catalogue/staffs.js","306","router","get","""/same-name/:id""",""
"src/routes/catalogue/staffs.js","359","router","put","""/set-head""",""
"src/routes/catalogue/staffs.js","427","router","get","""/:id""",""
"src/routes/catalogue/staffs.js","511","router","put","""/batch-job-update""",""
"src/routes/catalogue/staffs.js","585","router","put","""/batch-location-update""",""
"src/routes/catalogue/staffs.js","659","router","put","""/:id""",""
"src/routes/catalogue/staffs.js","806","router","delete","""/:id""",""
"src/routes/catalogue/taxes.js","8","router","post","""/""",""
"src/routes/catalogue/taxes.js","40","router","get","""/""",""
"src/routes/catalogue/taxes.js","54","router","put","""/:name""",""
"src/routes/catalogue/taxes.js","87","router","delete","""/""",""
"src/routes/catalogue/taxes.js","141","router","post","""/batch""",""
"src/routes/greentarget/accounting/account-codes.js","60","router","get","""/""",""
"src/routes/greentarget/accounting/account-codes.js","129","router","get","""/children/:parentCode""",""
"src/routes/greentarget/accounting/account-codes.js","155","router","get","""/debtor-subledger""",""
"src/routes/greentarget/accounting/account-codes.js","205","router","get","""/debtor-subledger/availability""",""
"src/routes/greentarget/accounting/account-codes.js","269","router","post","""/debtor-subledger""",""
"src/routes/greentarget/accounting/account-codes.js","378","router","get","""/:code/overview""",""
"src/routes/greentarget/accounting/account-codes.js","640","router","get","""/:code""",""
"src/routes/greentarget/accounting/account-codes.js","679","router","post","""/""",""
"src/routes/greentarget/accounting/account-codes.js","949","router","put","""/:code""",""
"src/routes/greentarget/accounting/account-codes.js","1417","router","delete","""/:code""",""
"src/routes/greentarget/accounting/account-codes.js","1550","router","get","""/""",""
"src/routes/greentarget/accounting/account-ledger.js","34","router","get","""/accounts""",""
"src/routes/greentarget/accounting/account-ledger.js","47","router","get","""/:accountCode/range/:start/:end""",""
"src/routes/greentarget/accounting/account-ledger.js","81","router","get","""/:accountCode/:year/:month""",""
"src/routes/greentarget/accounting/debtors.js","520","router","get","""/""",""
"src/routes/greentarget/accounting/debtors.js","648","router","get","""/legacy-list""",""
"src/routes/greentarget/accounting/debtors.js","677","router","get","""/sub-schedule/CD_SD""",""
"src/routes/greentarget/accounting/debtors.js","750","router","get","""/ledger-statement/:code""",""
"src/routes/greentarget/accounting/debtors.js","862","router","get","""/statement/:customerId""",""
"src/routes/greentarget/accounting/debtors.js","950","router","get","""/general-statement""",""
"src/routes/greentarget/accounting/financial-reports.js","31","router","get","""/notes""",""
"src/routes/greentarget/accounting/financial-reports.js","68","router","get","""/trial-balance/:year/:month""",""
"src/routes/greentarget/accounting/financial-reports.js","102","router","get","""/income-statement/:year/:month""",""
"src/routes/greentarget/accounting/financial-reports.js","124","router","get","""/balance-sheet/:year/:month""",""
"src/routes/greentarget/accounting/journal-entries.js","240","router","get","""/""",""
"src/routes/greentarget/accounting/journal-entries.js","365","router","get","""/types""",""
"src/routes/greentarget/accounting/journal-entries.js","387","router","get","""/next-reference/:type""",""
"src/routes/greentarget/accounting/journal-entries.js","449","router","get","""/next-cheque-no""",""
"src/routes/greentarget/accounting/journal-entries.js","492","router","get","""/cheque-usage""",""
"src/routes/greentarget/accounting/journal-entries.js","514","router","get","""/:id""",""
"src/routes/greentarget/accounting/journal-entries.js","753","router","post","""/""",""
"src/routes/greentarget/accounting/journal-entries.js","839","router","put","""/:id""",""
"src/routes/greentarget/accounting/journal-entries.js","997","router","post","""/:id/cancel""",""
"src/routes/greentarget/accounting/journal-entries.js","1065","router","post","""/:id/restore""",""
"src/routes/greentarget/accounting/journal-vouchers.js","387","router","get","""/preview/:year/:month""",""
"src/routes/greentarget/accounting/journal-vouchers.js","453","router","get","""/payroll-summary/:year/:month""",""
"src/routes/greentarget/accounting/journal-vouchers.js","493","router","post","""/generate""",""
"src/routes/greentarget/accounting/journal-vouchers.js","649","router","get","""/check/:year/:month""",""
"src/routes/greentarget/accounting/journal-vouchers.js","669","router","get","""/branch-mappings""",""
"src/routes/greentarget/accounting/journal-vouchers.js","690","router","put","""/branch-mappings/:employeeId""",""
"src/routes/greentarget/accounting/opening-balances.js","142","router","get","""/""",""
"src/routes/greentarget/accounting/opening-balances.js","303","router","put","""/bulk""",""
"src/routes/greentarget/accounting/opening-balances.js","401","router","get","""/:accountCode""",""
"src/routes/greentarget/accounting/opening-balances.js","443","router","put","""/:accountCode""",""
"src/routes/greentarget/accounting/opening-balances.js","506","router","delete","""/:accountCode/:asOfDate""",""
"src/routes/greentarget/adjustment-docs.js","505","router","get","""/next-number/:type""",""
"src/routes/greentarget/adjustment-docs.js","526","router","get","""/""",""
"src/routes/greentarget/adjustment-docs.js","623","router","get","""/eligible-for-consolidation""",""
"src/routes/greentarget/adjustment-docs.js","681","router","get","""/consolidated-history""",""
"src/routes/greentarget/adjustment-docs.js","710","router","post","""/submit-consolidated""",""
"src/routes/greentarget/adjustment-docs.js","941","router","get","""/:id""",""
"src/routes/greentarget/adjustment-docs.js","964","router","post","""/""",""
"src/routes/greentarget/adjustment-docs.js","1335","router","post","""/:id/cancel""",""
"src/routes/greentarget/adjustment-docs.js","1532","router","post","""/:id/submit-einvoice""",""
"src/routes/greentarget/adjustment-docs.js","1731","router","post","""/:id/update-status""",""
"src/routes/greentarget/adjustment-docs.js","1830","router","post","""/:id/cancel-einvoice""",""
"src/routes/greentarget/adjustment-docs.js","1950","router","post","""/:id/clear-einvoice-status""",""
"src/routes/greentarget/cp8d.js","113","router","get","""/:year""",""
"src/routes/greentarget/cp8d.js","136","router","post","""/:year/prefill""",""
"src/routes/greentarget/cp8d.js","218","router","post","""/:year/records""",""
"src/routes/greentarget/cp8d.js","284","router","post","""/records/:id/derive""",""
"src/routes/greentarget/cp8d.js","355","router","put","""/records/:id""",""
"src/routes/greentarget/cp8d.js","418","router","delete","""/records/:id""",""
"src/routes/greentarget/cp8d.js","443","router","get","""/:year/export""",""
"src/routes/greentarget/customer-signups.js","77","router","post","""/""",""
"src/routes/greentarget/customer-signups.js","245","router","get","""/""","requireStaffSession"
"src/routes/greentarget/customer-signups.js","274","router","post","""/:id/convert""","requireStaffSession"
"src/routes/greentarget/customer-signups.js","384","router","patch","""/:id""","requireStaffSession"
"src/routes/greentarget/customer-signups.js","431","router","delete","""/:id""","requireStaffSession"
"src/routes/greentarget/customers.js","9","router","get","""/""",""
"src/routes/greentarget/customers.js","58","router","post","""/""",""
"src/routes/greentarget/customers.js","129","router","put","""/:id""",""
"src/routes/greentarget/customers.js","212","router","get","""/:id""",""
"src/routes/greentarget/customers.js","243","router","delete","""/:id""",""
"src/routes/greentarget/daily-lori-habuk.js","35","router","get","""/""",""
"src/routes/greentarget/daily-lori-habuk.js","219","router","post","""/""",""
"src/routes/greentarget/daily-lori-habuk.js","291","router","delete","""/""",""
"src/routes/greentarget/daily-lori-habuk.js","321","router","get","""/leave""",""
"src/routes/greentarget/daily-lori-habuk.js","363","router","post","""/leave""",""
"src/routes/greentarget/dashboard.js","8","router","get","""/""",""
"src/routes/greentarget/dashboard.js","97","router","get","""/activities""",""
"src/routes/greentarget/dumpsters.js","8","router","get","""/""",""
"src/routes/greentarget/dumpsters.js","34","router","post","""/""",""
"src/routes/greentarget/dumpsters.js","72","router","get","""/availability""",""
"src/routes/greentarget/dumpsters.js","288","router","put","""/:tong_no""",""
"src/routes/greentarget/dumpsters.js","323","router","delete","""/:tong_no""",""
"src/routes/greentarget/e-caruman.js","168","router","get","""/settings""",""
"src/routes/greentarget/e-caruman.js","190","router","put","""/settings""",""
"src/routes/greentarget/e-caruman.js","228","router","get","""/preview""",""
"src/routes/greentarget/e-caruman.js","437","router","get","""/epf/export""",""
"src/routes/greentarget/e-caruman.js","495","router","get","""/socso-sip/export""",""
"src/routes/greentarget/e-caruman.js","548","router","get","""/income-tax/export""",""
"src/routes/greentarget/einvoice.js","16","router","post","""/submit/:invoiceId""",""
"src/routes/greentarget/einvoice.js","188","router","put","""/:invoice_id/check-einvoice-status""",""
"src/routes/greentarget/einvoice.js","315","router","put","""/:invoice_id/sync-cancellation""",""
"src/routes/greentarget/einvoice.js","464","router","get","""/eligible-for-consolidation""",""
"src/routes/greentarget/einvoice.js","536","router","get","""/consolidated-history""",""
"src/routes/greentarget/einvoice.js","602","router","post","""/submit-consolidated""",""
"src/routes/greentarget/einvoice.js","825","router","get","""/settings/auto-consolidation""",""
"src/routes/greentarget/einvoice.js","850","router","post","""/settings/auto-consolidation""",""
"src/routes/greentarget/einvoice.js","888","router","get","""/auto-consolidation/status""",""
"src/routes/greentarget/einvoice.js","930","router","post","""/consolidated/:invoice_id/update-status""",""
"src/routes/greentarget/einvoice.js","1037","router","post","""/consolidated/:invoice_id/cancel""",""
"src/routes/greentarget/employee-pay-codes.js","88","router","get","""/""",""
"src/routes/greentarget/employee-pay-codes.js","104","router","get","""/:employeeId""",""
"src/routes/greentarget/employee-pay-codes.js","125","router","put","""/:employeeId""",""
"src/routes/greentarget/employee-pay-codes.js","229","router","get","""/:employeeId/schedules""",""
"src/routes/greentarget/employee-pay-codes.js","264","router","post","""/:employeeId/schedules""",""
"src/routes/greentarget/employee-pay-codes.js","364","router","delete","""/schedules/:scheduleId""",""
"src/routes/greentarget/employee-payrolls.js","145","router","get","""/batch""",""
"src/routes/greentarget/employee-payrolls.js","260","router","get","""/:id""",""
"src/routes/greentarget/employee-payrolls.js","394","router","post","""/:id/items""",""
